State,County,Cases,Deaths
North Carolina,Richmond,"5,004",98
North Carolina,Beaufort,"4,832",103
North Carolina,Chatham,"4,828",89
North Carolina,Haywood,"4,572",99
North Carolina,Alexander,"4,498",85
North Carolina,Stokes,"4,277",82
North Carolina,Davie,"4,238",42
North Carolina,Yadkin,"4,174",55
North Carolina,Scotland,"3,999",89
North Carolina,Jackson,"3,686",56
North Carolina,Bladen,"3,607",53
North Carolina,Person,"3,575",71
North Carolina,Pasquotank,"3,481",87
North Carolina,Montgomery,"3,421",97
North Carolina,Macon,"3,190",41
North Carolina,Cherokee,"2,692",39
North Carolina,Anson,"2,668",56
North Carolina,Greene,"2,445",48
North Carolina,Transylvania,"2,426",33
North Carolina,Martin,"2,360",46
North Carolina,Dare,"2,281",10
North Carolina,Ashe,"2,266",45
North Carolina,Caswell,"2,219",30
North Carolina,Avery,"2,175",21
North Carolina,Hertford,"2,127",64
North Carolina,Northampton,"1,906",61
North Carolina,Warren,"1,822",20
North Carolina,Bertie,"1,803",45
North Carolina,Yancey,"1,643",28
North Carolina,Madison,"1,628",43
North Carolina,Currituck,"1,602",16
North Carolina,Polk,"1,524",31
North Carolina,Chowan,"1,522",35
North Carolina,Mitchell,"1,480",16
North Carolina,Swain,"1,217",18
North Carolina,Washington,"1,145",32
North Carolina,Pamlico,"1,129",13
North Carolina,Alleghany,"1,104",5
North Carolina,Perquimans,"1,037",12
North Carolina,Clay,920,18
North Carolina,Jones,910,28
North Carolina,Gates,755,13
North Carolina,Camden,696,6
North Carolina,Graham,693,13
North Carolina,Hyde,671,9
North Carolina,Tyrrell,327,6
North Dakota,Cass,"24,843",213
North Dakota,Burleigh,"16,087",196
North Dakota,Grand Forks,"10,732",79
North Dakota,Ward,"10,055",201
North Dakota,Morton,"5,362",102
North Dakota,Williams,"5,063",40
North Dakota,Stark,"4,991",52
North Dakota,Stutsman,"3,564",82
North Dakota,Rolette,"2,162",28
North Dakota,Richland,"2,028",17
North Dakota,Walsh,"1,914",27
North Dakota,Ramsey,"1,732",30
North Dakota,McKenzie,"1,472",15
North Dakota,Barnes,"1,425",32
North Dakota,Mountrail,"1,397",18
North Dakota,McLean,"1,298",31
North Dakota,Mercer,"1,175",11
North Dakota,Benson,"1,107",20
North Dakota,Traill,"1,054",18
North Dakota,Pembina,825,11
North Dakota,Dickey,800,33
North Dakota,Bottineau,725,20
North Dakota,Ransom,700,17
North Dakota,Sioux,665,12
North Dakota,McHenry,662,23
North Dakota,Foster,600,19
North Dakota,Pierce,553,25
North Dakota,LaMoure,539,17
North Dakota,Sargent,502,7
North Dakota,Nelson,482,15
North Dakota,Eddy,471,6
North Dakota,Wells,459,8
North Dakota,Emmons,441,13
North Dakota,Cavalier,433,5
North Dakota,Dunn,408,7
North Dakota,Bowman,408,5
North Dakota,McIntosh,354,7
North Dakota,Hettinger,333,4
North Dakota,Griggs,330,2
North Dakota,Towner,327,11
North Dakota,Renville,323,14
North Dakota,Kidder,279,10
North Dakota,Adams,272,3
North Dakota,Logan,268,10
North Dakota,Golden Valley,263,3
North Dakota,Burke,251,3
North Dakota,Grant,211,7
North Dakota,Steele,195,2
North Dakota,Divide,189,2
North Dakota,Oliver,159,3
North Dakota,Sheridan,124,2
North Dakota,Billings,56,0
North Dakota,Slope,32,0
North Dakota,Unknown,31,31
Northern Mariana Islands,Saipan,181,2
Northern Mariana Islands,Tinian,2,0
Ohio,Franklin,"129,900","1,492"
Ohio,Cuyahoga,"116,850","2,257"
Ohio,Hamilton,"82,075","1,259"
Ohio,Montgomery,"53,200","1,060"
Ohio,Summit,"48,752","1,013"
Ohio,Lucas,"43,634",831
Ohio,Butler,"39,814",614
Ohio,Stark,"33,687",937
Ohio,Lorain,"25,877",509
Ohio,Warren,"24,810",310
Ohio,Mahoning,"22,644",612
Ohio,Lake,"21,403",395
Ohio,Clermont,"20,320",259
Ohio,Delaware,"19,054",137
Ohio,Licking,"16,800",226
Ohio,Trumbull,"16,727",489
Ohio,Fairfield,"16,708",207
Ohio,Medina,"15,770",276
Ohio,Greene,"15,429",254
Ohio,Clark,"14,308",307
Ohio,Portage,"13,376",217
Ohio,Wood,"13,324",201
Ohio,Allen,"12,008",246
Ohio,Richland,"11,685",213
Ohio,Miami,"10,947",228
Ohio,Wayne,"9,223",226
Ohio,Columbiana,"9,165",236
Ohio,Muskingum,"9,104",137
Ohio,Pickaway,"8,725",122
Ohio,Tuscarawas,"8,694",254
Ohio,Marion,"8,686",140
Ohio,Erie,"8,102",166
Ohio,Ashtabula,"7,258",179
Ohio,Hancock,"7,035",134
Ohio,Ross,"6,997",165
Ohio,Geauga,"6,925",153
Ohio,Scioto,"6,625",108
Ohio,Belmont,"6,194",178
Ohio,Union,"5,887",49
Ohio,Lawrence,"5,883",104
Ohio,Jefferson,"5,715",162
Ohio,Huron,"5,613",122
Ohio,Sandusky,"5,464",130
Ohio,Darke,"5,436",130
Ohio,Seneca,"5,373",128
Ohio,Washington,"5,344",111
Ohio,Athens,"5,261",60
Ohio,Auglaize,"5,062",87
Ohio,Mercer,"4,895",85
Ohio,Shelby,"4,798",97
Ohio,Knox,"4,597",112
Ohio,Madison,"4,466",66
Ohio,Ashland,"4,402",98
Ohio,Defiance,"4,373",99
Ohio,Fulton,"4,346",75
Ohio,Putnam,"4,344",104
Ohio,Crawford,"4,094",111
Ohio,Brown,"4,071",62
Ohio,Preble,"3,926",106
Ohio,Logan,"3,910",79
Ohio,Clinton,"3,872",66
Ohio,Ottawa,"3,746",81
Ohio,Highland,"3,642",68
Ohio,Williams,"3,548",78
Ohio,Champaign,"3,474",60
Ohio,Guernsey,"3,285",54
Ohio,Jackson,"3,207",54
Ohio,Perry,"2,977",50
Ohio,Morrow,"2,945",43
Ohio,Fayette,"2,875",50
Ohio,Hardin,"2,787",65
Ohio,Henry,"2,762",67
Ohio,Holmes,"2,724",102
Ohio,Coshocton,"2,719",61
Ohio,Van Wert,"2,510",65
Ohio,Gallia,"2,472",50
Ohio,Adams,"2,468",57
Ohio,Pike,"2,445",37
Ohio,Wyandot,"2,353",57
Ohio,Hocking,"2,215",63
Ohio,Carroll,"2,002",49
Ohio,Paulding,"1,792",42
Ohio,Meigs,"1,502",40
Ohio,Noble,"1,375",39
Ohio,Monroe,"1,374",45
Ohio,Harrison,"1,149",38
Ohio,Morgan,"1,114",24
Ohio,Vinton,871,17
Ohio,Unknown,0,3
Oklahoma,Oklahoma,"88,919","1,319"
Oklahoma,Tulsa,"78,445","1,148"
Oklahoma,Cleveland,"31,896",445
Oklahoma,Canadian,"17,627",190
Oklahoma,Comanche,"14,832",201
Oklahoma,Rogers,"11,154",196
Oklahoma,Muskogee,"9,614",178
Oklahoma,Payne,"8,816",76
Oklahoma,Pottawatomie,"8,545",131
Oklahoma,Wagoner,"8,522",124
Oklahoma,Garfield,"7,877",139
Oklahoma,Creek,"7,327",166
Oklahoma,Carter,"6,486",132
Oklahoma,Bryan,"6,391",80
Oklahoma,Grady,"6,064",130
Oklahoma,Cherokee,"5,838",79
Oklahoma,Le Flore,"5,827",67
Oklahoma,Washington,"5,500",119
Oklahoma,McClain,"5,483",73
Oklahoma,Kay,"5,405",128
Oklahoma,Unknown,"5,313",0
Oklahoma,Pontotoc,"5,250",80
Oklahoma,Delaware,"5,118",99
Oklahoma,Stephens,"4,987",107
Oklahoma,Osage,"4,915",82
Oklahoma,Pittsburg,"4,739",78
Oklahoma,Ottawa,"4,617",72
Oklahoma,Mayes,"4,507",75
Oklahoma,Logan,"4,363",65
Oklahoma,Sequoyah,"4,327",57
Oklahoma,Custer,"4,116",105
Oklahoma,McCurtain,"4,033",94
Oklahoma,Caddo,"4,016",96
Oklahoma,Okmulgee,"3,988",85
Oklahoma,Garvin,"3,722",79
Oklahoma,Texas,"3,557",35
Oklahoma,Adair,"3,370",45
Oklahoma,Lincoln,"3,337",73
Oklahoma,Woodward,"3,177",37
Oklahoma,Jackson,"3,158",56
Oklahoma,Beckham,"2,917",58
Oklahoma,Seminole,"2,905",78
Oklahoma,Craig,"2,172",18
Oklahoma,Marshall,"2,096",23
Oklahoma,Murray,"2,078",44
Oklahoma,McIntosh,"2,074",61
Oklahoma,Kingfisher,"2,073",42
Oklahoma,Atoka,"1,922",28
Oklahoma,Pawnee,"1,837",53
Oklahoma,Okfuskee,"1,824",32
Oklahoma,Choctaw,"1,669",27
Oklahoma,Love,"1,555",23
Oklahoma,Johnston,"1,440",37
Oklahoma,Noble,"1,399",20
Oklahoma,Haskell,"1,299",17
Oklahoma,Hughes,"1,263",30
Oklahoma,Woods,"1,230",18
Oklahoma,Nowata,"1,180",20
Oklahoma,Alfalfa,"1,156",7
Oklahoma,Washita,"1,103",23
Oklahoma,Pushmataha,"1,069",22
Oklahoma,Blaine,"1,063",20
Oklahoma,Major,957,24
Oklahoma,Latimer,876,13
Oklahoma,Kiowa,824,26
Oklahoma,Tillman,811,17
Oklahoma,Coal,723,15
Oklahoma,Jefferson,716,18
Oklahoma,Cotton,703,16
Oklahoma,Greer,591,22
Oklahoma,Dewey,556,14
Oklahoma,Grant,555,7
Oklahoma,Beaver,475,6
Oklahoma,Harper,422,8
Oklahoma,Roger Mills,391,12
Oklahoma,Ellis,366,6
Oklahoma,Harmon,328,6
Oklahoma,Cimarron,244,2
Oregon,Multnomah,"41,167",642
Oregon,Washington,"27,369",257
Oregon,Marion,"24,083",329
Oregon,Clackamas,"19,524",246
Oregon,Lane,"14,353",171
Oregon,Jackson,"12,074",151
Oregon,Deschutes,"10,307",87
Oregon,Umatilla,"9,079",92
Oregon,Linn,"6,007",81
Oregon,Yamhill,"4,944",80
Oregon,Klamath,"4,884",79
Oregon,Polk,"4,201",56
Oregon,Douglas,"4,188",86
Oregon,Josephine,"3,907",74
Oregon,Malheur,"3,645",67
Oregon,Benton,"3,369",22
Oregon,Jefferson,"2,439",42
Oregon,Coos,"2,256",39
Oregon,Columbia,"2,029",32
Oregon,Union,"1,575",24
Oregon,Lincoln,"1,503",22
Oregon,Wasco,"1,490",31
Oregon,Crook,"1,363",24
Oregon,Hood River,"1,244",34
Oregon,Morrow,"1,195",17
Oregon,Clatsop,"1,113",10
Oregon,Baker,"1,056",17
Oregon,Curry,754,12
Oregon,Tillamook,725,4
Oregon,Grant,556,7
Oregon,Lake,485,8
Oregon,Harney,448,11
Oregon,Wallowa,203,6
Oregon,Gilliam,84,1
Oregon,Sherman,76,2
Oregon,Wheeler,35,1
Pennsylvania,Philadelphia,"155,608","3,776"
Pennsylvania,Allegheny,"102,398","2,025"
Pennsylvania,Montgomery,"70,790","1,739"
Pennsylvania,Bucks,"61,148","1,334"
Pennsylvania,Lancaster,"55,621","1,171"
Pennsylvania,Delaware,"52,601","1,459"
Pennsylvania,Berks,"48,630","1,044"
Pennsylvania,York,"47,250",836
Pennsylvania,Chester,"41,005",825
Pennsylvania,Lehigh,"40,058",865
Pennsylvania,Northampton,"36,080",719
Pennsylvania,Westmoreland,"34,563",781
Pennsylvania,Luzerne,"32,234",830
Pennsylvania,Dauphin,"26,240",562
Pennsylvania,Erie,"21,289",419
Pennsylvania,Cumberland,"20,721",527
Pennsylvania,Lackawanna,"18,647",484
Pennsylvania,Washington,"18,029",312
Pennsylvania,Butler,"17,701",423
Pennsylvania,Centre,"16,981",228
Pennsylvania,Lebanon,"16,242",295
Pennsylvania,Beaver,"15,635",390
Pennsylvania,Franklin,"15,531",376
Pennsylvania,Monroe,"14,948",322
Pennsylvania,Schuylkill,"14,877",414
Pennsylvania,Cambria,"14,860",441
Pennsylvania,Blair,"13,538",344
Pennsylvania,Fayette,"13,475",333
Pennsylvania,Lycoming,"11,991",298
Pennsylvania,Adams,"9,754",189
Pennsylvania,Mercer,"9,739",266
Pennsylvania,Northumberland,"9,736",365
Pennsylvania,Clearfield,"8,679",156
Pennsylvania,Somerset,"8,095",219
Pennsylvania,Lawrence,"7,752",216
Pennsylvania,Crawford,"7,612",157
Pennsylvania,Indiana,"6,444",179
Pennsylvania,Carbon,"6,427",176
Pennsylvania,Union,"6,170",89
Pennsylvania,Bradford,"6,152",96
Pennsylvania,Armstrong,"6,019",148
Pennsylvania,Columbia,"5,917",136
Pennsylvania,Mifflin,"5,448",183
Pennsylvania,Huntingdon,"5,181",136
Pennsylvania,Bedford,"4,744",142
Pennsylvania,Wayne,"4,178",84
Pennsylvania,Venango,"4,118",102
Pennsylvania,Pike,"4,083",54
Pennsylvania,Perry,"3,863",101
Pennsylvania,McKean,"3,839",75
Pennsylvania,Clinton,"3,716",68
Pennsylvania,Snyder,"3,699",86
Pennsylvania,Greene,"3,374",42
Pennsylvania,Jefferson,"3,347",99
Pennsylvania,Clarion,"3,214",96
Pennsylvania,Tioga,"3,139",112
Pennsylvania,Elk,"2,876",41
Pennsylvania,Susquehanna,"2,673",62
Pennsylvania,Warren,"2,652",106
Pennsylvania,Juniata,"2,147",88
Pennsylvania,Montour,"2,012",67
Pennsylvania,Wyoming,"2,008",54
Pennsylvania,Forest,"1,438",21
Pennsylvania,Fulton,"1,387",16
Pennsylvania,Potter,"1,232",25
Pennsylvania,Sullivan,443,21
Pennsylvania,Cameron,316,9
Puerto Rico,San Juan,"23,023",
Puerto Rico,Bayamon,"12,795",
Puerto Rico,Carolina,"10,485",
Puerto Rico,Caguas,"7,429",
Puerto Rico,Unknown,"5,645","2,565"
Puerto Rico,Guaynabo,"5,383",
Puerto Rico,Toa Baja,"4,931",
Puerto Rico,Toa Alta,"4,819",
Puerto Rico,Ponce,"4,197",
Puerto Rico,Trujillo Alto,"3,731",
Puerto Rico,Arecibo,"3,599",
Puerto Rico,Vega Baja,"3,514",
Puerto Rico,Dorado,"2,724",
Puerto Rico,Mayaguez,"2,680",
Puerto Rico,Rio Grande,"2,590",
Puerto Rico,Juncos,"2,571",
Puerto Rico,Gurabo,"2,559",
Puerto Rico,Humacao,"2,545",
Puerto Rico,Canovanas,"2,418",
Puerto Rico,Vega Alta,"2,308",
Puerto Rico,Corozal,"2,087",
Puerto Rico,San Lorenzo,"2,059",
Puerto Rico,Naranjito,"2,059",
Puerto Rico,San Sebastian,"1,981",
Puerto Rico,Las Piedras,"1,971",
Puerto Rico,Aguadilla,"1,952",
Puerto Rico,Manati,"1,933",
Puerto Rico,Morovis,"1,749",
Puerto Rico,Moca,"1,724",
Puerto Rico,Fajardo,"1,707",
Puerto Rico,Isabela,"1,682",
Puerto Rico,Cayey,"1,647",
Puerto Rico,Barranquitas,"1,624",
Puerto Rico,Aguada,"1,599",
Puerto Rico,Catano,"1,557",
Puerto Rico,Cidra,"1,531",
Puerto Rico,Loiza,"1,461",
Puerto Rico,Camuy,"1,436",
Puerto Rico,Juana Diaz,"1,415",
Puerto Rico,Yabucoa,"1,409",
Puerto Rico,Aguas Buenas,"1,400",
Puerto Rico,Hatillo,"1,385",
Puerto Rico,Cabo Rojo,"1,326",
Puerto Rico,Yauco,"1,271",
Puerto Rico,Naguabo,"1,221",
Puerto Rico,Salinas,"1,215",
Puerto Rico,Coamo,"1,179",
Puerto Rico,Lares,"1,135",
Puerto Rico,Orocovis,"1,119",
Puerto Rico,Guayama,"1,107",
Puerto Rico,Utuado,"1,092",
Puerto Rico,Quebradillas,"1,039",
Puerto Rico,Anasco,"1,013",
Puerto Rico,Luquillo,945,
Puerto Rico,Barceloneta,945,
Puerto Rico,Ciales,934,
Puerto Rico,Comerio,887,
Puerto Rico,Villalba,886,
Puerto Rico,Florida,883,
Puerto Rico,San German,861,
Puerto Rico,Aibonito,816,
Puerto Rico,Santa Isabel,700,
Puerto Rico,Rincon,679,
Puerto Rico,Penuelas,673,
Puerto Rico,Lajas,617,
Puerto Rico,Jayuya,596,
Puerto Rico,Guayanilla,587,
Puerto Rico,Sabana Grande,564,
Puerto Rico,Adjuntas,555,
Puerto Rico,Hormigueros,549,
Puerto Rico,Ceiba,533,
Puerto Rico,Patillas,512,
Puerto Rico,Maunabo,485,
Puerto Rico,Arroyo,468,
Puerto Rico,Guanica,347,
Puerto Rico,Las Marias,336,
Puerto Rico,Vieques,209,
Puerto Rico,Maricao,155,
Puerto Rico,Culebra,44,
Rhode Island,Providence,"99,884","2,004"
Rhode Island,Kent,"18,944",367
Rhode Island,Unknown,"12,220",12
Rhode Island,Washington,"10,203",172
Rhode Island,Newport,"7,020",43
Rhode Island,Bristol,"5,205",146
South Carolina,Greenville,"76,242","1,041"
South Carolina,Richland,"48,477",581
South Carolina,Charleston,"44,582",518
South Carolina,Spartanburg,"42,386",833
South Carolina,Horry,"40,645",590
South Carolina,Lexington,"34,393",484
South Carolina,York,"32,612",398
South Carolina,Anderson,"23,461",533
South Carolina,Pickens,"19,186",305
South Carolina,Dorchester,"18,829",226
South Carolina,Berkeley,"18,348",208
South Carolina,Florence,"18,168",426
South Carolina,Aiken,"17,776",225
South Carolina,Beaufort,"17,348",210
South Carolina,Lancaster,"11,098",175
South Carolina,Sumter,"10,834",212
South Carolina,Oconee,"10,064",142
South Carolina,Orangeburg,"9,961",256
South Carolina,Darlington,"8,671",183
South Carolina,Greenwood,"8,357",174
South Carolina,Kershaw,"7,699",140
South Carolina,Laurens,"7,600",173
South Carolina,Georgetown,"6,884",142
South Carolina,Cherokee,"6,281",159
South Carolina,Newberry,"5,133",110
South Carolina,Chesterfield,"4,976",108
South Carolina,Dillon,"4,480",85
South Carolina,Chester,"4,323",77
South Carolina,Williamsburg,"4,161",103
South Carolina,Colleton,"3,765",133
South Carolina,Marion,"3,598",108
South Carolina,Marlboro,"3,536",62
South Carolina,Clarendon,"3,508",114
South Carolina,Union,"3,206",84
South Carolina,Edgefield,"3,197",43
South Carolina,Barnwell,"2,641",59
South Carolina,Abbeville,"2,609",41
South Carolina,Jasper,"2,466",50
South Carolina,Fairfield,"2,454",83
South Carolina,Hampton,"1,969",52
South Carolina,Lee,"1,959",64
South Carolina,Saluda,"1,818",48
South Carolina,Bamberg,"1,609",53
South Carolina,Calhoun,"1,344",37
South Carolina,McCormick,"1,038",28
South Carolina,Allendale,961,15
South Dakota,Minnehaha,"31,851",366
South Dakota,Pennington,"14,041",206
South Dakota,Lincoln,"8,736",78
South Dakota,Brown,"5,650",95
South Dakota,Codington,"4,658",83
South Dakota,Brookings,"4,248",37
South Dakota,Davison,"3,258",69
South Dakota,Yankton,"3,115",34
South Dakota,Lawrence,"3,035",48
South Dakota,Beadle,"2,968",40
South Dakota,Meade,"2,818",31
South Dakota,Hughes,"2,530",42
South Dakota,Union,"2,238",43
South Dakota,Oglala Lakota,"2,130",50
South Dakota,Clay,"1,937",15
South Dakota,Bon Homme,"1,555",28
South Dakota,Dewey,"1,491",29
South Dakota,Roberts,"1,401",43
South Dakota,Charles Mix,"1,401",22
South Dakota,Lake,"1,391",20
South Dakota,Todd,"1,240",33
South Dakota,Turner,"1,183",58
South Dakota,Butte,"1,108",20
South Dakota,Grant,"1,057",42
South Dakota,Hutchinson,921,29
South Dakota,Custer,885,13
South Dakota,Spink,848,26
South Dakota,Kingsbury,819,18
South Dakota,McCook,814,25
South Dakota,Hamlin,802,39
South Dakota,Walworth,773,15
South Dakota,Tripp,758,17
South Dakota,Brule,721,10
South Dakota,Day,717,30
South Dakota,Moody,669,20
South Dakota,Lyman,660,11
South Dakota,Fall River,609,16
South Dakota,Gregory,589,30
South Dakota,Deuel,540,9
South Dakota,Edmunds,516,14
South Dakota,Corson,487,12
South Dakota,Aurora,475,15
South Dakota,Clark,466,5
South Dakota,Douglas,458,9
South Dakota,Buffalo,428,14
South Dakota,Hanson,395,4
South Dakota,Bennett,393,9
South Dakota,Potter,391,4
South Dakota,Marshall,375,6
South Dakota,Faulk,373,13
South Dakota,Hand,365,6
South Dakota,Perkins,359,14
South Dakota,Stanley,355,2
South Dakota,Sanborn,347,3
South Dakota,Ziebach,343,9
South Dakota,Miner,307,10
South Dakota,Jackson,294,15
South Dakota,Jerauld,282,16
South Dakota,Haakon,266,10
South Dakota,Mellette,263,2
South Dakota,McPherson,248,4
South Dakota,Sully,145,3
South Dakota,Hyde,141,1
South Dakota,Campbell,133,4
South Dakota,Harding,98,1
South Dakota,Jones,96,0
Tennessee,Shelby,"102,243","1,712"
Tennessee,Davidson,"100,360",958
Tennessee,Knox,"52,591",651
Tennessee,Hamilton,"46,206",510
Tennessee,Rutherford,"44,154",451
Tennessee,Williamson,"29,014",219
Tennessee,Sumner,"25,015",359
Tennessee,Montgomery,"21,343",237
Tennessee,Wilson,"19,575",252
Tennessee,Sullivan,"17,513",313
Tennessee,Blount,"16,104",200
Tennessee,Bradley,"15,422",155
Tennessee,Washington,"14,975",255
Tennessee,Maury,"13,871",178
Tennessee,Sevier,"13,764",179
Tennessee,Putnam,"11,897",183
Tennessee,Madison,"11,734",246
Tennessee,Robertson,"10,084",142
Tennessee,Anderson,"8,883",177
Tennessee,Hamblen,"8,766",175
Tennessee,Greene,"8,116",159
Tennessee,Unknown,"8,003",96
Tennessee,Tipton,"7,634",105
Tennessee,Dickson,"7,160",115
Tennessee,Coffee,"7,021",123
Tennessee,Cumberland,"6,944",142
Tennessee,Carter,"6,827",162
Tennessee,Gibson,"6,766",152
Tennessee,Bedford,"6,754",133
Tennessee,McMinn,"6,722",105
Tennessee,Roane,"6,423",109
Tennessee,Hawkins,"6,399",115
Tennessee,Jefferson,"6,387",126
Tennessee,Loudon,"6,291",71
Tennessee,Lawrence,"6,155",95
Tennessee,Monroe,"6,029",97
Tennessee,Warren,"5,621",84
Tennessee,Dyer,"5,565",108
Tennessee,Franklin,"5,350",92
Tennessee,Fayette,"5,307",85
Tennessee,Cheatham,"4,711",56
Tennessee,Obion,"4,643",97
Tennessee,Cocke,"4,581",101
Tennessee,Lincoln,"4,444",67
Tennessee,Rhea,"4,419",82
Tennessee,Marshall,"4,418",63
Tennessee,Weakley,"4,272",69
Tennessee,Campbell,"4,233",62
Tennessee,Giles,"4,079",100
Tennessee,Henderson,"3,888",79
