State,County,Cases,Deaths
Tennessee,White,"3,797",74
Tennessee,Carroll,"3,737",83
Tennessee,Macon,"3,687",78
Tennessee,Hardin,"3,649",69
Tennessee,Hardeman,"3,569",64
Tennessee,Henry,"3,477",76
Tennessee,Marion,"3,319",49
Tennessee,Lauderdale,"3,283",50
Tennessee,Claiborne,"3,268",74
Tennessee,Scott,"3,231",48
Tennessee,Overton,"3,098",62
Tennessee,Wayne,"3,018",36
Tennessee,McNairy,"2,911",56
Tennessee,Hickman,"2,910",47
Tennessee,DeKalb,"2,891",56
Tennessee,Smith,"2,822",40
Tennessee,Haywood,"2,743",62
Tennessee,Grainger,"2,704",50
Tennessee,Morgan,"2,590",37
Tennessee,Trousdale,"2,545",21
Tennessee,Fentress,"2,540",49
Tennessee,Johnson,"2,467",39
Tennessee,Bledsoe,"2,250",12
Tennessee,Chester,"2,235",51
Tennessee,Polk,"2,128",24
Tennessee,Crockett,"2,101",50
Tennessee,Unicoi,"2,078",50
Tennessee,Humphreys,"1,983",32
Tennessee,Union,"1,967",34
Tennessee,Cannon,"1,963",32
Tennessee,Grundy,"1,818",35
Tennessee,Sequatchie,"1,791",29
Tennessee,Lake,"1,728",30
Tennessee,Benton,"1,708",41
Tennessee,Lewis,"1,645",26
Tennessee,Decatur,"1,636",39
Tennessee,Meigs,"1,438",24
Tennessee,Stewart,"1,387",28
Tennessee,Jackson,"1,371",37
Tennessee,Houston,"1,125",34
Tennessee,Clay,"1,124",30
Tennessee,Perry,"1,080",29
Tennessee,Moore,"1,041",17
Tennessee,Van Buren,874,23
Tennessee,Pickett,777,24
Tennessee,Hancock,626,13
Texas,Harris,"409,418","6,664"
Texas,Dallas,"310,721","4,152"
Texas,Tarrant,"267,874","3,608"
Texas,Bexar,"233,179","3,658"
Texas,El Paso,"137,404","2,752"
Texas,Collin,"94,430",856
Texas,Hidalgo,"93,041","2,930"
Texas,Travis,"86,361","1,045"
Texas,Denton,"78,476",786
Texas,Fort Bend,"71,108",733
Texas,Montgomery,"56,820",612
Texas,Lubbock,"50,070",800
Texas,Williamson,"48,726",486
Texas,Webb,"47,609",859
Texas,Cameron,"43,438","1,703"
Texas,Galveston,"42,405",453
Texas,Nueces,"41,072",856
Texas,Brazoria,"39,743",539
Texas,Brazos,"28,400",265
Texas,McLennan,"28,132",489
Texas,Bell,"25,985",457
Texas,Ellis,"23,304",325
Texas,Hays,"21,850",265
Texas,Smith,"21,115",492
Texas,Jefferson,"20,793",443
Texas,Johnson,"20,360",380
Texas,Midland,"18,012",274
Texas,Ector,"17,944",379
Texas,Potter,"17,922",463
Texas,Randall,"17,393",310
Texas,Tom Green,"17,233",275
Texas,Kaufman,"16,751",268
Texas,Parker,"16,611",191
Texas,Taylor,"16,221",416
Texas,Guadalupe,"16,119",223
Texas,Wichita,"15,421",381
Texas,Rockwall,"12,167",159
Texas,Comal,"11,907",334
Texas,Gregg,"11,729",363
Texas,Grayson,"11,651",347
Texas,Maverick,"11,203",364
Texas,Bastrop,"10,015",105
Texas,Starr,"9,662",305
Texas,Victoria,"9,482",231
Texas,Orange,"9,017",155
Texas,Angelina,"8,834",288
Texas,Walker,"8,763",133
Texas,Liberty,"8,304",203
Texas,Val Verde,"8,069",233
Texas,Bowie,"7,950",227
Texas,Wise,"7,736",129
Texas,Coryell,"7,469",89
Texas,Hood,"6,811",136
Texas,Hunt,"6,408",180
Texas,Hardin,"6,288",116
Texas,Anderson,"6,279",133
Texas,Hale,"6,231",157
Texas,Henderson,"6,159",198
Texas,Lamar,"6,050",158
Texas,Navarro,"6,012",154
Texas,Atascosa,"5,985",151
Texas,Caldwell,"5,874",100
Texas,Harrison,"5,558",112
Texas,Chambers,"5,454",58
Texas,Nacogdoches,"5,238",175
Texas,Burnet,"5,049",70
Texas,Wilson,"4,842",71
Texas,Medina,"4,812",107
Texas,Howard,"4,735",102
Texas,Kerr,"4,696",93
Texas,San Patricio,"4,625",153
Texas,Van Zandt,"4,621",124
Texas,Hill,"4,607",111
Texas,Rusk,"4,560",109
Texas,Jim Wells,"4,493",108
Texas,Brown,"4,423",140
Texas,Cherokee,"4,380",148
Texas,Washington,"4,368",96
Texas,Wharton,"4,336",119
Texas,Matagorda,"4,333",115
Texas,Waller,"4,302",52
Texas,Erath,"4,301",70
Texas,Titus,"4,253",84
Texas,Grimes,"3,848",74
Texas,Cooke,"3,822",72
Texas,Uvalde,"3,812",73
Texas,Hopkins,"3,670",114
Texas,Wood,"3,609",130
Texas,Upshur,"3,603",78
Texas,Bee,"3,588",75
Texas,Polk,"3,554",120
Texas,Fannin,"3,502",109
Texas,Kendall,"3,448",72
Texas,Willacy,"3,359",92
Texas,Hockley,"3,176",105
Texas,Palo Pinto,"2,989",78
Texas,Deaf Smith,"2,966",68
Texas,Frio,"2,949",52
Texas,Limestone,"2,889",81
Texas,Fayette,"2,820",69
Texas,Moore,"2,801",73
Texas,Gonzales,"2,773",58
Texas,Dimmit,"2,751",37
Texas,Kleberg,"2,744",95
Texas,Gillespie,"2,643",52
Texas,Milam,"2,632",51
Texas,Jones,"2,614",56
Texas,Jasper,"2,614",95
Texas,Karnes,"2,582",37
Texas,Gray,"2,556",58
Texas,Lavaca,"2,531",76
Texas,Lamb,"2,511",83
Texas,Calhoun,"2,509",25
Texas,Burleson,"2,509",48
Texas,Hutchinson,"2,449",72
Texas,Scurry,"2,442",62
Texas,Reeves,"2,322",44
Texas,Robertson,"2,296",47
Texas,Lampasas,"2,288",33
Texas,Austin,"2,287",37
Texas,Cass,"2,281",85
Texas,Lee,"2,263",40
Texas,Young,"2,204",45
Texas,Montague,"2,150",73
Texas,Falls,"2,106",33
Texas,Shelby,"2,035",72
Texas,DeWitt,"2,009",61
Texas,Freestone,"2,000",50
Texas,Madison,"1,998",31
Texas,Houston,"1,991",59
Texas,Wilbarger,"1,935",55
Texas,Zavala,"1,902",41
Texas,Panola,"1,902",77
Texas,Jackson,"1,890",31
Texas,Andrews,"1,866",47
Texas,Zapata,"1,821",36
Texas,Colorado,"1,803",32
Texas,Dawson,"1,753",69
Texas,Llano,"1,748",54
Texas,Bosque,"1,722",37
Texas,Terry,"1,704",57
Texas,Pecos,"1,697",35
Texas,Leon,"1,676",43
Texas,Comanche,"1,574",52
Texas,Nolan,"1,569",53
Texas,San Jacinto,"1,513",39
Texas,Bandera,"1,482",30
Texas,Gaines,"1,472",45
Texas,Childress,"1,388",17
Texas,Eastland,"1,382",50
Texas,Aransas,"1,379",41
Texas,Tyler,"1,377",42
Texas,Camp,"1,342",45
Texas,Parmer,"1,334",35
Texas,Runnels,"1,310",40
Texas,Duval,"1,308",42
Texas,Ward,"1,227",24
Texas,Callahan,"1,218",41
Texas,Ochiltree,"1,209",27
Texas,Live Oak,"1,138",22
Texas,Somervell,"1,093",14
Texas,Castro,"1,072",32
Texas,Clay,"1,051",17
Texas,La Salle,"1,017",30
Texas,Morris,"1,002",35
Texas,Dallam,992,26
Texas,Brewster,949,17
Texas,Hansford,947,24
Texas,Floyd,906,30
Texas,Swisher,905,18
Texas,Trinity,898,31
Texas,Yoakum,878,28
Texas,Brooks,875,36
Texas,Bailey,869,19
Texas,Rains,850,28
Texas,Hamilton,826,29
Texas,Presidio,824,25
Texas,Franklin,822,26
Texas,Red River,820,38
Texas,Archer,819,12
Texas,Stephens,804,25
Texas,Blanco,794,21
Texas,Winkler,788,21
Texas,San Saba,785,23
Texas,Coleman,778,34
Texas,Crosby,767,29
Texas,Refugio,690,23
Texas,Hartley,671,2
Texas,Mills,662,21
Texas,Martin,655,19
Texas,Newton,651,38
Texas,Marion,641,33
Texas,Lynn,630,24
Texas,Jim Hogg,623,17
Texas,Mitchell,612,31
Texas,Crockett,612,15
Texas,Carson,608,14
Texas,McCulloch,603,21
Texas,Jack,601,16
Texas,San Augustine,595,32
Texas,Hemphill,591,3
Texas,Wheeler,576,12
Texas,Garza,567,22
Texas,Crane,563,12
Texas,Hudspeth,542,12
Texas,Sabine,530,45
Texas,Concho,508,8
Texas,Hall,502,14
Texas,Goliad,497,16
Texas,Sutton,479,8
Texas,Coke,470,13
Texas,Haskell,465,27
Texas,Mason,428,6
Texas,Donley,428,15
Texas,Reagan,388,8
Texas,Hardeman,387,12
Texas,Upton,381,10
Texas,Culberson,367,11
Texas,Delta,358,14
Texas,Lipscomb,352,12
Texas,Kinney,351,6
Texas,Cochran,339,15
Texas,Collingsworth,331,9
Texas,Real,311,13
Texas,Fisher,307,14
Texas,Baylor,302,13
Texas,Kimble,298,7
Texas,Oldham,291,4
Texas,Shackelford,279,5
Texas,Knox,265,17
Texas,Edwards,253,6
Texas,Schleicher,251,6
Texas,Sherman,239,12
Texas,Menard,216,9
Texas,Armstrong,211,7
Texas,Dickens,197,10
Texas,Jeff Davis,195,6
Texas,Cottle,191,7
Texas,Briscoe,176,6
Texas,Stonewall,158,6
Texas,Irion,129,1
Texas,Foard,124,10
Texas,Motley,118,8
Texas,Sterling,112,4
Texas,Kent,106,2
Texas,Glasscock,105,2
Texas,McMullen,85,5
Texas,Terrell,74,2
Texas,Throckmorton,73,5
Texas,Roberts,65,1
Texas,Kenedy,39,2
Texas,Borden,30,2
Texas,King,11,0
Texas,Loving,3,0
Utah,Salt Lake,"157,126",931
Utah,Utah,"101,188",414
Utah,Davis,"40,959",188
Utah,Weber,"31,673",220
Utah,Washington,"22,257",212
Utah,Cache,"16,854",52
Utah,Tooele,"7,927",48
Utah,Iron,"6,382",37
Utah,Box Elder,"5,840",56
Utah,Summit,"5,739",15
Utah,Wasatch,"4,815",22
Utah,Sanpete,"3,998",24
Utah,Uintah,"3,233",26
Utah,Sevier,"2,320",15
Utah,San Juan,"1,962",37
Utah,Carbon,"1,860",19
Utah,Unknown,"1,578",29
Utah,Millard,"1,544",14
Utah,Duchesne,"1,463",9
Utah,Juab,"1,398",12
Utah,Morgan,"1,359",11
Utah,Grand,"1,080",4
Utah,Emery,980,10
Utah,Beaver,824,7
Utah,Kane,725,6
Utah,Garfield,479,10
Utah,Rich,162,0
Utah,Wayne,141,0
Utah,Piute,100,2
Utah,Daggett,58,0
Vermont,Chittenden,"7,614",107
Vermont,Rutland,"2,304",20
Vermont,Bennington,"2,060",15
Vermont,Franklin,"2,044",39
Vermont,Washington,"1,922",15
Vermont,Windsor,"1,531",13
Vermont,Windham,"1,410",14
Vermont,Orleans,"1,305",11
Vermont,Caledonia,"1,085",7
Vermont,Addison,"1,080",8
Vermont,Lamoille,890,3
Vermont,Orange,832,3
Vermont,Essex,296,2
Vermont,Grand Isle,217,2
Vermont,Unknown,21,0
Virgin Islands,St. Thomas,"2,332",20
Virgin Islands,St. Croix,"1,625",11
Virgin Islands,St. John,258,1
Virginia,Fairfax,"77,680","1,124"
Virginia,Prince William,"46,120",512
Virginia,Virginia Beach city,"36,881",420
Virginia,Chesterfield,"28,566",454
Virginia,Loudoun,"28,315",283
Virginia,Henrico,"26,222",641
Virginia,Chesapeake city,"21,518",311
Virginia,Norfolk city,"18,202",274
Virginia,Richmond city,"17,388",275
Virginia,Arlington,"15,410",258
Virginia,Newport News city,"14,528",240
Virginia,Alexandria city,"11,978",141
Virginia,Stafford,"11,655",83
Virginia,Hampton city,"10,847",183
Virginia,Spotsylvania,"10,323",125
Virginia,Montgomery,"9,455",98
Virginia,Portsmouth city,"9,292",205
Virginia,Roanoke city,"8,755",199
Virginia,Roanoke,"8,585",148
Virginia,Hanover,"8,408",169
Virginia,Frederick,"8,238",104
Virginia,Suffolk city,"8,100",192
Virginia,Lynchburg city,"7,864",157
Virginia,Rockingham,"6,967",113
Virginia,Bedford,"6,759",110
Virginia,Harrisonburg city,"6,547",95
Virginia,Augusta,"6,001",80
Virginia,Albemarle,"5,885",85
Virginia,Pittsylvania,"5,712",85
Virginia,Washington,"5,083",113
Virginia,Campbell,"5,040",103
Virginia,Fauquier,"4,847",69
Virginia,Culpeper,"4,762",67
Virginia,James City,"4,734",72
Virginia,Henry,"4,701",124
Virginia,Danville city,"4,520",142
Virginia,Shenandoah,"4,340",134
Virginia,Manassas city,"4,327",48
Virginia,Franklin,"4,146",83
Virginia,Charlottesville city,"4,073",58
Virginia,Petersburg city,"3,964",89
Virginia,York,"3,856",59
Virginia,Tazewell,"3,779",75
Virginia,Prince George,"3,689",32
Virginia,Wise,"3,321",105
Virginia,Isle of Wight,"3,214",70
Virginia,Warren,"3,174",61
Virginia,Amherst,"3,018",40
Virginia,Smyth,"2,998",96
Virginia,Winchester city,"2,954",49
Virginia,Accomack,"2,884",46
Virginia,Halifax,"2,854",78
Virginia,Wythe,"2,750",81
Virginia,Pulaski,"2,750",64
Virginia,Carroll,"2,736",80
Virginia,Caroline,"2,725",40
Virginia,Hopewell city,"2,723",80
Virginia,Botetourt,"2,674",38
Virginia,Staunton city,"2,553",71
Virginia,Waynesboro city,"2,448",38
Virginia,Lee,"2,438",49
Virginia,Mecklenburg,"2,383",68
Virginia,Gloucester,"2,324",51
Virginia,Russell,"2,320",40
Virginia,Orange,"2,253",40
Virginia,Salem city,"2,249",50
Virginia,Radford city,"2,193",21
Virginia,Dinwiddie,"2,191",46
Virginia,Prince Edward,"2,184",36
Virginia,Fredericksburg city,"2,176",25
Virginia,Page,"2,154",60
Virginia,Buckingham,"2,145",32
Virginia,Louisa,"2,065",34
Virginia,Southampton,"2,003",57
Virginia,Nottoway,"1,963",51
Virginia,Powhatan,"1,962",17
Virginia,Fluvanna,"1,941",21
Virginia,Scott,"1,893",60
Virginia,Colonial Heights city,"1,771",62
Virginia,King George,"1,744",20
Virginia,Appomattox,"1,637",26
Virginia,Martinsville city,"1,634",79
Virginia,Bristol city,"1,596",37
Virginia,Greensville,"1,593",26
Virginia,Rockbridge,"1,585",48
Virginia,Buchanan,"1,569",45
Virginia,New Kent,"1,543",19
Virginia,Grayson,"1,532",39
Virginia,Richmond,"1,510",16
Virginia,Goochland,"1,488",23
Virginia,Patrick,"1,423",46
Virginia,Alleghany,"1,400",50
Virginia,Brunswick,"1,349",25
Virginia,Greene,"1,342",20
Virginia,Giles,"1,338",22
Virginia,Westmoreland,"1,314",27
Virginia,King William,"1,275",15
Virginia,Manassas Park city,"1,223",11
Virginia,Sussex,"1,214",23
Virginia,Lexington city,"1,207",33
Virginia,Galax city,"1,175",53
Virginia,Franklin city,"1,144",33
Virginia,Clarke,"1,023",21
Virginia,Dickenson,"1,012",18
Virginia,Amelia,945,36
Virginia,Buena Vista city,940,22
Virginia,Poquoson city,908,18
Virginia,Nelson,894,13
Virginia,Floyd,889,23
Virginia,Charlotte,886,21
Virginia,Northampton,810,36
Virginia,Lunenburg,794,15
Virginia,Essex,789,11
Virginia,Williamsburg city,776,14
Virginia,Northumberland,756,20
Virginia,Lancaster,722,17
Virginia,Bland,694,10
Virginia,Emporia city,680,42
Virginia,Madison,620,14
Virginia,Covington city,614,14
Virginia,Mathews,606,14
Virginia,Middlesex,589,22
Virginia,Fairfax city,576,20
Virginia,Charles City,523,16
Virginia,Cumberland,522,10
Virginia,Falls Church city,431,8
Virginia,Surry,424,9
Virginia,King and Queen,419,9
Virginia,Rappahannock,361,2
Virginia,Craig,336,6
Virginia,Norton city,294,7
Virginia,Bath,276,11
Virginia,Highland,111,1
Washington,King,"114,969","1,686"
Washington,Pierce,"58,383",664
Washington,Spokane,"48,188",692
Washington,Snohomish,"41,552",614
Washington,Yakima,"32,463",455
Washington,Clark,"26,553",294
Washington,Benton,"18,775",234
Washington,Franklin,"13,335",118
Washington,Thurston,"11,535",119
Washington,Grant,"10,877",133
Washington,Whatcom,"10,135",107
Washington,Kitsap,"9,096",123
Washington,Chelan,"7,235",74
Washington,Cowlitz,"6,881",97
Washington,Skagit,"6,173",79
Washington,Walla Walla,"5,885",71
Washington,Lewis,"5,474",80
Washington,Grays Harbor,"4,713",79
Washington,Whitman,"4,446",51
Washington,Douglas,"3,856",23
Washington,Kittitas,"3,434",37
Washington,Mason,"2,991",38
Washington,Okanogan,"2,841",43
Washington,Stevens,"2,430",32
Washington,Adams,"2,280",24
Washington,Island,"1,979",30
Washington,Clallam,"1,555",15
Washington,Asotin,"1,534",31
Washington,Pacific,"1,033",14
Washington,Klickitat,910,11
Washington,Pend Oreille,842,9
Washington,Lincoln,690,12
Washington,Jefferson,474,4
Washington,Ferry,411,8
Washington,Skamania,397,1
Washington,San Juan,188,0
Washington,Wahkiakum,159,1
Washington,Columbia,140,6
Washington,Garfield,138,6
West Virginia,Kanawha,"15,579",361
West Virginia,Berkeley,"12,966",134
West Virginia,Monongalia,"9,445",91
West Virginia,Cabell,"8,990",178
West Virginia,Wood,"7,989",176
West Virginia,Raleigh,"7,132",100
West Virginia,Harrison,"6,255",82
West Virginia,Putnam,"5,399",94
West Virginia,Mercer,"5,236",129
West Virginia,Jefferson,"4,822",60
West Virginia,Marion,"4,693",53
West Virginia,Ohio,"4,332",87
West Virginia,Fayette,"3,583",80
West Virginia,Marshall,"3,551",79
West Virginia,Logan,"3,316",96
West Virginia,Wayne,"3,203",44
West Virginia,Mineral,"3,003",92
West Virginia,Preston,"2,970",47
West Virginia,Greenbrier,"2,915",65
West Virginia,Randolph,"2,872",15
West Virginia,Hancock,"2,859",89
West Virginia,Mingo,"2,792",44
West Virginia,Jackson,"2,278",61
West Virginia,Brooke,"2,254",60
West Virginia,Boone,"2,187",36
West Virginia,Mason,"2,087",37
West Virginia,Wyoming,"2,080",41
West Virginia,Upshur,"2,005",34
West Virginia,Hampshire,"1,935",36
West Virginia,Nicholas,"1,932",23
West Virginia,McDowell,"1,652",26
West Virginia,Lincoln,"1,611",24
West Virginia,Hardy,"1,588",24
West Virginia,Barbour,"1,521",34
West Virginia,Wetzel,"1,403",32
West Virginia,Lewis,"1,319",22
West Virginia,Grant,"1,319",28
West Virginia,Taylor,"1,306",25
West Virginia,Morgan,"1,255",23
West Virginia,Monroe,"1,229",18
West Virginia,Braxton,"1,028",5
West Virginia,Pleasants,961,12
West Virginia,Gilmer,890,7
West Virginia,Summers,867,22
West Virginia,Ritchie,768,11
West Virginia,Tyler,753,13
West Virginia,Pendleton,726,11
West Virginia,Pocahontas,684,12
West Virginia,Roane,668,9
West Virginia,Doddridge,648,6
West Virginia,Webster,587,8
West Virginia,Tucker,549,10
West Virginia,Clay,544,11
West Virginia,Wirt,468,4
West Virginia,Calhoun,399,1
Wisconsin,Milwaukee,"118,916","1,437"
Wisconsin,Waukesha,"49,477",640
Wisconsin,Dane,"47,070",338
Wisconsin,Brown,"35,791",306
Wisconsin,Racine,"25,458",400
Wisconsin,Outagamie,"24,016",245
Wisconsin,Winnebago,"21,598",228
Wisconsin,Kenosha,"18,976",338
Wisconsin,Rock,"18,490",209
Wisconsin,Washington,"17,022",201
Wisconsin,Marathon,"16,460",229
Wisconsin,Sheboygan,"14,886",169
Wisconsin,Fond du Lac,"13,921",143
Wisconsin,La Crosse,"13,596",91
Wisconsin,Dodge,"13,011",201
Wisconsin,Walworth,"12,758",168
Wisconsin,Eau Claire,"12,058",122
Wisconsin,St. Croix,"9,885",72
Wisconsin,Jefferson,"9,724",136
Wisconsin,Ozaukee,"9,347",107
Wisconsin,Manitowoc,"8,950",96
Wisconsin,Chippewa,"7,739",97
Wisconsin,Wood,"7,737",110
Wisconsin,Portage,"7,482",75
Wisconsin,Calumet,"6,561",56
Wisconsin,Sauk,"6,311",57
Wisconsin,Waupaca,"6,143",167
Wisconsin,Barron,"6,070",86
Wisconsin,Columbia,"5,958",73
Wisconsin,Grant,"5,780",95
Wisconsin,Shawano,"5,372",85
Wisconsin,Dunn,"5,171",35
Wisconsin,Oconto,"5,131",72
Wisconsin,Douglas,"5,018",66
Wisconsin,Pierce,"5,011",44
Wisconsin,Polk,"4,843",65
Wisconsin,Monroe,"4,782",49
Wisconsin,Marinette,"4,719",74
Wisconsin,Oneida,"3,851",79
Wisconsin,Clark,"3,726",65
Wisconsin,Green,"3,681",26
Wisconsin,Trempealeau,"3,675",48
Wisconsin,Juneau,"3,366",31
Wisconsin,Lincoln,"3,291",97
Wisconsin,Door,"2,860",34
Wisconsin,Kewaunee,"2,734",36
Wisconsin,Jackson,"2,727",29
Wisconsin,Waushara,"2,596",38
Wisconsin,Vilas,"2,447",45
Wisconsin,Langlade,"2,227",51
Wisconsin,Iowa,"2,159",14
Wisconsin,Taylor,"2,142",40
Wisconsin,Green Lake,"2,073",24
Wisconsin,Vernon,"2,042",43
Wisconsin,Adams,"1,981",20
Wisconsin,Sawyer,"1,868",29
Wisconsin,Crawford,"1,806",19
Wisconsin,Lafayette,"1,730",10
Wisconsin,Marquette,"1,617",28
Wisconsin,Washburn,"1,601",24
Wisconsin,Burnett,"1,595",26
Wisconsin,Rusk,"1,468",25
Wisconsin,Buffalo,"1,428",7
Wisconsin,Richland,"1,416",16
Wisconsin,Ashland,"1,402",15
Wisconsin,Price,"1,359",7
Wisconsin,Bayfield,"1,298",21
Wisconsin,Forest,"1,053",27
Wisconsin,Pepin,896,7
Wisconsin,Menominee,813,11
Wisconsin,Iron,711,42
Wisconsin,Florence,512,14
Wyoming,Laramie,"11,263",129
Wyoming,Natrona,"8,334",140
Wyoming,Fremont,"5,369",87
Wyoming,Campbell,"5,256",61
Wyoming,Sweetwater,"4,917",43
Wyoming,Albany,"4,711",18
Wyoming,Teton,"3,853",11
Wyoming,Sheridan,"3,289",31
Wyoming,Park,"2,936",33
Wyoming,Uinta,"2,361",13
Wyoming,Carbon,"1,703",24
Wyoming,Lincoln,"1,485",14
Wyoming,Goshen,"1,263",24
Wyoming,Big Horn,"1,219",36
Wyoming,Converse,"1,095",19
Wyoming,Washakie,936,26
Wyoming,Sublette,831,7
Wyoming,Johnson,756,11
Wyoming,Platte,724,14
Wyoming,Weston,669,6
Wyoming,Crook,469,13
Wyoming,Hot Springs,385,3
Wyoming,Niobrara,164,3
